pass_uid,user_freq,shop_num,time_num
1099681338,45,17,45
1099785,45,33,45
1100325794,45,29,45
1101545333,45,13,45
1101717613,45,23,45
1101738261,45,23,45
1105152834,45,17,42
110516691,45,17,45
110553058,45,23,45
1105619753,45,23,44
1107101729,45,26,45
1107747,45,8,45
1108075057,45,24,45
110865,45,13,45
1110433055,45,26,45
1110865086,45,16,45
1111977727,45,15,45
11120988,45,19,45
1112269437,45,10,44
1112504257,45,16,45
111364074,45,11,45
111380496,45,27,45
1114022245,45,27,44
1114290979,45,6,45
1115275118,45,17,45
1115332674,45,17,45
1115350597,45,11,45
1115353468,45,27,45
1115353559,45,25,44
1115365481,45,19,45
1115393117,45,25,45
1115502495,45,25,45
1115692997,45,14,45
1115696574,45,16,45
1115706346,45,29,45
1115706814,45,26,45
1115732165,45,19,45
1115760923,45,17,44
1115797862,45,22,42
1115798002,45,14,45
1115802444,45,28,45
1115803081,45,22,45
1115805952,45,3,45
1115830994,45,33,45
1115837801,45,30,45
1115849494,45,12,45
1115857277,45,16,45
1115857775,45,17,45
1115858032,45,16,45
1115891251,45,34,45
1115892532,45,16,45
1115937562,45,33,44
1115955504,45,19,45
1116086490,45,30,43
1116093454,45,20,45
1116099037,45,23,45
1116099139,45,31,45
1116238200,45,23,44
1116239395,45,16,45
1116243786,45,29,45
1116244131,45,15,45
1116244871,45,12,45
1116428061,45,10,45
1117166160,45,16,44
1117747,45,28,45
1118605847,45,39,45
1118706655,45,14,44
1119193805,45,36,45
1119670189,45,18,44
1121087897,45,21,45
1121374561,45,15,45
1122335559,45,23,45
112745998,45,38,45
1129119163,45,9,45
113086188,45,32,45
1131021200,45,18,45
1131187622,45,19,45
1131514333,45,26,45
1131560274,45,20,45
1132372728,45,25,45
1132896997,45,22,45
113326750,45,31,44
1133368642,45,24,43
1134158943,45,27,45
1134947958,45,26,45
1136057713,45,24,43
1136581916,45,20,44
1136856391,45,23,43
1137195161,45,29,45
1137208058,45,4,43
1137844778,45,7,45
1139462988,45,11,45
1139492976,45,35,43
1140962962,45,23,45
1141249186,45,30,44
114160194,45,18,45
1141849496,45,21,45
1142579569,45,5,45
114259875,45,25,45
114319443,45,15,43
1143639846,45,13,45
1144026346,45,22,45
1144903611,45,10,45
1145122025,45,22,45
11453399,45,28,44
114611027,45,21,45
1146137336,45,15,45
1147006340,45,25,45
1147892669,45,21,45
1148824840,45,27,45
1149190101,45,35,45
1149398297,45,24,45
1149437367,45,20,45
1149944147,45,20,45
1150687224,45,22,45
1151096942,45,21,45
115160285,45,19,45
1152104462,45,31,43
1152154597,45,17,45
1152170857,45,12,44
1152464547,45,21,45
1153372389,45,14,44
1154276943,45,31,45
11546157,45,26,45
1155031284,45,20,45
115512550,45,33,45
1156131987,45,18,45
1157836582,45,9,43
1158905679,45,15,45
1158981573,45,24,45
1159478782,45,18,45
1160118555,45,17,45
1160151189,45,23,45
1160250098,45,19,45
1160451806,45,14,45
1161331834,45,19,45
1163087881,45,21,45
1164623485,45,28,45
1164688097,45,20,45
1166109208,45,31,45
1166956406,45,20,44
1167034851,45,23,45
116772545,45,10,45
1168086963,45,14,45
1168143313,45,21,45
116815980,45,11,45
1168877367,45,13,45
1169110192,45,35,45
1169198348,45,26,45
1169307809,45,18,44
1171435004,45,28,45
1171557406,45,19,45
117160558,45,34,45
1172117418,45,16,44
11728612,45,13,45
1173018227,45,28,45
1173297833,45,29,45
1173346050,45,11,45
1173898526,45,23,45
1174307414,45,25,45
117493387,45,22,45
117534120,45,31,45
1175384322,45,23,44
1175550529,45,25,45
1175861262,45,27,44
1176025595,45,22,43
1176238292,45,18,45
117677099,45,30,45
1177028449,45,17,43
1177121436,45,6,45
1177172356,45,31,45
1177486124,45,15,45
1178093627,45,26,45
117900432,45,13,45
1179313647,45,8,45
1179318504,45,27,45
1179337632,45,5,45
1179419381,45,20,44
1179450980,45,31,45
1179832862,45,12,45
1180277796,45,20,45
1180452069,45,19,45
1180500861,45,25,45
1180714883,45,19,45
1180789871,45,33,45
1180801810,45,22,45
118121711,45,20,45
1181456934,45,29,45
1181562556,45,24,45
1181769993,45,16,45
1182710861,45,11,45
1182965574,45,25,45
1183070985,45,21,45
1183825277,45,14,45
1183923768,45,31,45
1183987697,45,15,45
1184082968,45,26,45
1184803862,45,22,45
1184874135,45,24,45
1184887623,45,7,45
118539837,45,9,45
1185768630,45,14,45
1186311031,45,5,44
1186595293,45,19,44
1186767658,45,28,45
1187106139,45,23,45
11878428,45,17,45
118888898,45,27,45
1189157455,45,22,45
1189373335,45,25,45
1190326045,45,25,45
1190560784,45,16,45
1190870208,45,22,45
1190901252,45,27,45
1191019834,45,30,45
1191088271,45,14,45
119127180,45,18,45
1191699763,45,30,45
1192250346,45,26,45
1192462684,45,28,45
1192551855,45,27,45
119266821,45,7,44
1192717028,45,12,45
1193164149,45,27,45
1193853026,45,21,42
1193891281,45,24,45
1194386661,45,22,43
1195115466,45,23,45
1195340992,45,40,45
119573148,45,14,45
119574285,45,30,44
1196260201,45,15,45
1196670006,45,19,44
1197663013,45,24,45
11977138,45,17,45
1198032229,45,6,45
1198142307,45,15,45
1198183508,45,28,43
1199425891,45,25,45
1199679169,45,13,45
1199864586,45,33,45
1201215398,45,19,45
1201581833,45,13,45
1201636305,45,8,45
1201718512,45,14,45
1202042507,45,21,44
1202535413,45,14,45
1203325967,45,6,44
1203388700,45,19,45
1204072570,45,10,44
120437476,45,25,45
120465604,45,22,42
1205348297,45,26,45
1206056097,45,8,45
1206282507,45,32,45
1207122762,45,22,45
120803127,45,35,44
1208553797,45,15,45
1209264846,45,22,45
1209529939,45,21,45
1210078888,45,13,44
1211121909,45,26,42
1211382747,45,27,45
1211667815,45,16,44
1212270927,45,23,45
121254038,45,32,45
121319124,45,23,45
1213341799,45,25,45
1213775727,45,25,44
1214173376,45,12,45
1214298200,45,31,45
1214688880,45,14,45
1215722890,45,33,45
1215923612,45,6,45
1216106888,45,26,45
1216141853,45,18,45
1216458282,45,19,45
1216609390,45,16,45
1216695811,45,21,45
1216770377,45,23,45
1217177326,45,23,45
1217684937,45,16,41
1217960888,45,29,45
1218058917,45,23,45
1219785961,45,20,45
1219826953,45,16,45
1220054787,45,27,45
1220206821,45,29,45
1220222880,45,39,45
1220312326,45,17,45
1221119861,45,9,45
1221750687,45,7,45
1222020294,45,20,45
1222258561,45,30,45
1222674109,45,24,44
1222814523,45,20,45
1223079277,45,22,45
1223310117,45,23,45
122377353,45,27,45
1223965010,45,19,45
1223976234,45,5,43
1224108522,45,27,45
122424786,45,15,45
1224284152,45,31,44
1224417198,45,23,45
1224741162,45,22,44
12247559,45,20,45
1225343735,45,25,45
122623497,45,18,45
1226281285,45,15,45
1226485444,45,30,44
1227530940,45,27,45
1227963605,45,15,45
1228044361,45,23,44
1228423133,45,27,45
1228553607,45,10,44
1228723627,45,25,44
1228899364,45,19,45
1229990869,45,31,45
1230504669,45,28,45
1230961838,45,19,45
1231417692,45,6,41
1231478848,45,21,45
1231691319,45,20,45
1232321812,45,19,44
1232354220,45,21,45
1233001397,45,25,45
1234216466,45,26,45
1234216706,45,23,45
1234312030,45,19,45
1234445276,45,17,45
1234620110,45,23,44
1234707808,45,31,44
1235874357,45,15,45
1236291195,45,21,45
1236396897,45,26,45
123749829,45,31,45
1238009136,45,24,45
1238138614,45,24,45
1238389375,45,9,41
1238510021,45,18,45
1238640471,45,23,45
1239685,45,9,42
1239818,45,20,45
1239965185,45,24,45
1240136851,45,19,45
1241098438,45,16,45
12412356,45,20,45
1241463707,45,15,40
1242856281,45,19,45
1243253737,45,27,45
12435620,45,15,44
1243576713,45,12,42
1243654341,45,16,45
1244788566,45,23,45
1245213321,45,32,45
1245479231,45,24,45
1245949888,45,24,45
1246124131,45,14,45
124660920,45,19,45
1247122477,45,23,45
1247655685,45,27,45
1248271079,45,13,45
1248936267,45,25,45
1249113059,45,24,45
1249816592,45,23,45
1249939618,45,13,44
1249986202,45,20,45
1250064032,45,26,45
1250455604,45,20,45
1250821902,45,41,45
1251017198,45,16,45
1251374510,45,23,45
1251411866,45,24,45
1251476880,45,36,45
1251821351,45,26,44
1252102608,45,8,45
1252504857,45,16,45
12534453,45,23,45
1253925256,45,22,45
1253942310,45,17,45
1253967130,45,26,45
1254538136,45,36,45
125464302,45,27,45
1255223224,45,19,45
1255707574,45,23,45
1257658353,45,17,45
1258433549,45,36,45
125973575,45,24,45
1260081808,45,19,45
1261444518,45,30,45
1263448948,45,13,45
126457565,45,23,44
1264740285,45,20,45
1265290860,45,21,45
1265743125,45,21,45
1265940902,45,15,45
1266881617,45,15,45
1267496509,45,23,41
1269415650,45,27,45
127005312,45,24,45
1270537191,45,35,43
1270917440,45,18,45
1271253147,45,19,45
1271259857,45,26,44
1271261378,45,22,45
1271285006,45,23,45
1271287707,45,21,45
1271312546,45,30,45
1271323318,45,23,44
1271334471,45,10,44
1271375083,45,21,45
1271379193,45,21,45
1271460106,45,32,45
1271461108,45,23,45
1271779638,45,18,44
1271804965,45,25,45
1271817401,45,12,45
1271830857,45,30,43
1271864556,45,23,45
1271879564,45,25,45
1272067973,45,25,45
1272148060,45,21,43
1272150164,45,20,45
1272153124,45,23,45
1272226353,45,14,45
1272264787,45,22,45
1272266586,45,14,45
1272303725,45,27,45
1272398132,45,26,45
1272455713,45,21,43
127247563,45,33,44
1272483724,45,12,44
1272525187,45,9,44
1272593307,45,26,44
1272632329,45,34,45
1272665583,45,23,45
1272711459,45,23,44
1272788210,45,31,45
1272803286,45,29,44
1272844374,45,18,45
1272901064,45,20,45
1273065767,45,14,45
1273100381,45,20,44
1273198622,45,34,45
1273371122,45,6,45
1273403762,45,26,45
1273403940,45,21,45
1273433270,45,23,45
1273591152,45,16,45
1273593427,45,32,45
1273752545,45,13,45
1273755171,45,26,45
1273784893,45,25,45
1273808268,45,26,45
1273846261,45,22,45
1274025492,45,30,42
1274035508,45,21,45
1274133881,45,19,45
1274227157,45,17,45
1274361195,45,36,45
1274370505,45,27,45
1274393951,45,15,45
1274410285,45,25,45
1274510333,45,28,45
1274541318,45,18,45
1274631188,45,11,45
1274632667,45,13,45
1274634046,45,20,45
1274744693,45,18,45
1274756534,45,17,45
1274762342,45,22,45
1274866228,45,16,44
1274867659,45,20,45
1274888189,45,22,45
1274896370,45,20,39
1274918252,45,24,45
1274937481,45,21,45
1274963865,45,28,45
1275044542,45,17,44
1275073114,45,29,45
1275120193,45,24,45
1275223953,45,20,41
1275226338,45,31,45
1275235594,45,14,44
1275254419,45,31,45
1275265551,45,23,45
1275267521,45,26,45
1275300275,45,12,45
1275305335,45,31,44
1275309218,45,4,45
1275335526,45,10,45
1275338905,45,28,45
1275341398,45,31,45
1275342046,45,20,44
1275388407,45,22,45
1275417945,45,27,45
1275445800,45,34,45
1275502705,45,20,45
1275557691,45,19,45
1275639749,45,27,45
1275699107,45,20,45
1275704694,45,23,45
1275720162,45,24,45
1275758392,45,26,45
1275760748,45,16,44
1275808027,45,26,45
1275850492,45,15,45
1275853277,45,22,45
1275864461,45,27,45
1275869571,45,27,45
1275876733,45,30,45
1275978266,45,28,45
1276112567,45,11,45
1276155293,45,28,43
1276160237,45,20,45
1276173372,45,22,45
1276178003,45,29,43
1276179497,45,16,45
1276195821,45,30,45
1276220638,45,24,45
1276225561,45,21,44
1276299008,45,25,44
1276312088,45,26,44
1276328028,45,8,45
1276376756,45,16,44
1276418915,45,24,45
1276458719,45,12,45
1276489550,45,24,45
1276528118,45,23,42
1276545479,45,21,45
1276573021,45,20,45
1276585196,45,17,45
1276618102,45,26,45
1276619307,45,17,45
1276677511,45,30,45
1276785067,45,23,45
1276795184,45,25,45
1276944971,45,10,45
1276964823,45,26,45
1277090933,45,19,44
1277104343,45,15,45
1277137919,45,16,45
1277164852,45,25,44
1277191694,45,30,45
1277237336,45,18,45
1277238928,45,26,45
1277259017,45,22,45
1277264076,45,18,45
1277290364,45,20,44
1277308353,45,12,45
1277377695,45,35,45
1277505669,45,20,45
1277571633,45,31,45
1277618031,45,15,45
1277638719,45,14,45
1277644078,45,21,45
1277648643,45,20,45
1277649017,45,13,44
1277676415,45,23,44
1277697610,45,10,45
1277859954,45,28,45
1277862577,45,18,45
1277871823,45,29,44
1277909799,45,16,45
1277916331,45,21,45
1277916566,45,9,45
1277940194,45,5,45
1277959433,45,26,45
1278059644,45,32,45
1278061583,45,32,45
1278203460,45,21,45
1278210781,45,30,45
1278374427,45,30,45
1278485522,45,33,45
1278544528,45,23,45
1278609525,45,22,45
1278651467,45,24,45
1278669941,45,20,45
1278674294,45,17,45
1278748390,45,31,45
1278859163,45,16,45
1278860311,45,27,45
1278886473,45,23,45
1278918237,45,27,44
1278927234,45,28,45
1278951744,45,4,45
1278984065,45,24,45
1279006469,45,24,45
1279046327,45,22,45
1279122574,45,29,45
1279161738,45,18,45
1279161744,45,12,45
1279229924,45,23,44
1279324748,45,37,44
1279383656,45,36,44
1279446182,45,20,45
1279450338,45,15,43
1279470294,45,17,45
1279719485,45,26,45
1279756657,45,28,44
1279789674,45,37,44
1279789972,45,8,45
1279812935,45,23,44
1279877591,45,25,44
1279883116,45,22,45
1279887419,45,26,45
1280051324,45,26,45
1280072113,45,21,45
1280098693,45,21,43
1280111365,45,26,45
1280276597,45,14,45
1280371248,45,26,45
1280380157,45,16,45
1280388938,45,29,45
1280391017,45,19,45
1280436063,45,16,45
1280465564,45,27,45
1280556420,45,24,45
1280590248,45,15,45
1280603274,45,22,45
1280605392,45,17,43
1280635137,45,13,45
1280658798,45,12,45
1280691732,45,23,45
1280719239,45,21,45
1280779815,45,29,45
1280859175,45,21,44
1280881350,45,26,45
1280915462,45,19,45
1280922031,45,13,45
1280970372,45,26,45
1281039407,45,11,45
1281053427,45,28,45
1281065602,45,19,45
1281104436,45,21,45
1281138657,45,27,43
1281139685,45,24,45
1281281320,45,24,45
1281281420,45,20,44
1281282883,45,20,45
1281396493,45,22,45
1281408781,45,15,45
1281422020,45,27,45
1281499327,45,23,45
1281500880,45,38,42
1281512552,45,17,45
1281514965,45,19,44
1281520665,45,25,45
1281574240,45,23,45
1281628856,45,18,45
1281633724,45,18,45
1281712262,45,29,45
1281719790,45,20,45
1281786819,45,19,44
1281801723,45,29,43
1281851430,45,21,45
1281881776,45,19,45
1281984954,45,20,45
1282003591,45,24,45
1282034418,45,15,45
1282057881,45,21,45
1282065537,45,15,45
1282066701,45,29,45
1282098386,45,26,45
1282165414,45,15,45
1282192053,45,12,45
1282252148,45,24,45
1282322556,45,28,44
1282363199,45,26,45
1282735070,45,25,45
1282793042,45,17,45
1282800868,45,17,45
1282828464,45,16,45
1282830713,45,11,44
1282902144,45,23,44
1282907965,45,28,45
1282944328,45,26,42
1283012219,45,39,45
1283097039,45,29,45
1283187871,45,17,45
1283197163,45,13,45
1283199333,45,26,45
1283240011,45,23,45
1283240962,45,24,45
1283305238,45,23,45
1283363856,45,31,45
1283379443,45,28,45
1283418088,45,16,45
1283846596,45,22,45
1283891749,45,27,45
1283920522,45,14,45
1283941810,45,25,45
1284053,45,19,45
1284071409,45,24,45
1284162177,45,20,45
1284177664,45,30,45
1284371588,45,28,45
1284379622,45,17,45
1284457719,45,22,45
1284579265,45,11,45
1284580999,45,18,45
1284589465,45,24,45
1284632521,45,19,45
1284686961,45,28,45
1284731655,45,21,45
1284791053,45,28,45
1284856422,45,15,45
1284864093,45,23,44
1285043435,45,24,45
1285097378,45,25,45
1285158154,45,20,45
1285181258,45,31,45
1285198884,45,18,45
1285243072,45,25,45
1285282089,45,31,45
1285322796,45,19,45
1285360772,45,21,44
1285364033,45,28,45
1285515562,45,26,44
1285575969,45,22,44
1285583579,45,23,45
1285702021,45,17,45
1285752479,45,25,45
1285801358,45,11,44
1285803533,45,21,45
1285929779,45,22,45
1286141333,45,13,45
1286251767,45,13,42
1286268393,45,33,45
1286319490,45,22,45
1286326514,45,22,45
1286422492,45,21,45
1286487413,45,14,45
1286605543,45,23,45
1286648625,45,21,45
1286714024,45,24,45
1286752896,45,27,45
1286855779,45,18,45
128706575,45,14,45
1287142642,45,30,45
1287195651,45,14,45
1287282854,45,17,44
1287336347,45,30,44
1287372751,45,20,44
1287382323,45,25,44
1287383405,45,22,43
1287387547,45,17,45
1287473557,45,22,44
1287668103,45,19,45
12877545,45,20,44
1287799725,45,19,45
1287858220,45,34,45
1287895062,45,26,45
1287960662,45,29,45
1288035496,45,30,45
1288089400,45,29,45
1288168810,45,21,45
1288185124,45,12,45
1288370390,45,20,45
1288389959,45,17,45
1288632381,45,29,44
1288660604,45,31,45
1288699896,45,9,45
1288768462,45,19,45
1288775252,45,19,45
1288808936,45,23,45
1288810118,45,18,45
1288836950,45,19,45
1288978510,45,23,44
1288995344,45,25,43
1289014255,45,19,45
1289413179,45,21,45
1289510649,45,9,45
1289644917,45,15,45
1289781079,45,34,45
1289976669,45,16,45
1290004893,45,9,45
1290005927,45,25,42
1290031001,45,17,45
1290086160,45,23,45
1290106154,45,26,45
1290316753,45,27,45
1290449494,45,17,45
1290468528,45,27,45
1290550113,45,25,45
1290642745,45,14,44
1290674344,45,25,45
1290693714,45,21,45
1290740329,45,27,45
1290763117,45,21,45
1290763613,45,29,45
1290765581,45,24,45
1290859190,45,19,45
1290863711,45,12,45
1290876038,45,13,45
1290918099,45,32,45
1290927345,45,10,45
1290956864,45,17,44
1291054719,45,37,45
1291082876,45,33,45
1291152630,45,19,45
1291154026,45,22,45
1291181531,45,25,45
1291261517,45,27,45
1291348112,45,33,45
1291416056,45,9,41
1291471801,45,26,45
1291472518,45,29,45
1291483228,45,32,45
1291495180,45,24,45
1291498746,45,20,45
1291609356,45,24,45
1291616223,45,16,43
1291910106,45,20,45
1291913279,45,20,45
1292046928,45,28,44
1292114120,45,7,45
1292183471,45,14,45
1292211970,45,14,45
1292238384,45,23,45
1292308628,45,21,45
1292369420,45,13,45
1292406803,45,25,45
1292456195,45,11,45
1292466236,45,27,45
1292537131,45,20,45
1292594238,45,24,45
1292852108,45,17,45
1292878454,45,13,45
1292881972,45,18,45
1292910893,45,21,45
1292975925,45,15,45
1293068820,45,26,45
1293200829,45,23,44
1293350368,45,22,45
1293518931,45,29,45
1293582712,45,11,45
1293757245,45,22,45
1293763936,45,23,45
1293874270,45,23,45
1293926282,45,17,45
1294241610,45,20,45
1294491234,45,19,45
1294676913,45,23,45
1294685830,45,38,44
1294781817,45,14,45
1294804458,45,31,45
1294829543,45,30,45
1294839184,45,18,45
1294886157,45,31,45
1294940286,45,32,45
1294951206,45,19,45
1294981882,45,23,45
1295030156,45,22,45
1295085007,45,21,45
1295143142,45,15,45
1295244623,45,18,45
1295316305,45,18,45
1295403114,45,24,45
1295461778,45,29,45
1295540255,45,29,45
129572759,45,31,44
1295746724,45,19,45
1295789664,45,25,45
1295911566,45,16,43
1295943212,45,37,45
1296000803,45,29,45
1296103607,45,9,44
1296124375,45,24,45
1296309661,45,26,45
1296385575,45,26,45
1296386660,45,28,45
1296431171,45,32,45
1296444434,45,7,45
1296548630,45,18,45
1296563854,45,19,45
1297089906,45,7,45
1297148088,45,15,45
129754450,45,19,45
1297605783,45,19,44
1297651008,45,23,45
1297719592,45,17,44
1297794668,45,13,45
1298261486,45,10,45
1298348036,45,4,45
129845454,45,9,45
1299256841,45,20,45
1299322550,45,14,45
1300049206,45,17,45
130009026,45,28,45
1300797655,45,11,45
1301194140,45,15,45
1301883043,45,22,45
1302254512,45,21,44
1302556557,45,23,45
1302973253,45,17,45
1304363285,45,26,44
13043982,45,11,45
1304784506,45,2,45
1305166193,45,20,44
1305219832,45,23,45
1305789593,45,11,45
1306214929,45,16,45
1306563308,45,6,45
1306701197,45,25,45
1307686466,45,27,45
1307834020,45,20,45
1307997290,45,24,45
1308610461,45,32,44
1308970766,45,16,45
1309337696,45,18,45
1310508593,45,18,45
1311291380,45,18,45
131143030,45,24,45
1311525189,45,17,44
1313451139,45,25,45
1313794535,45,22,44
1314011708,45,18,45
1314033702,45,13,45
1315430726,45,11,45
131618596,45,15,45
1316337020,45,24,45
1316816892,45,18,45
1316881879,45,32,45
1317536973,45,16,45
1317775714,45,30,45
1318058679,45,14,43
1318204107,45,33,45
131826353,45,21,45
1318753650,45,26,45
1319107952,45,9,45
1320183439,45,15,45
1321137452,45,16,45
1321227132,45,18,45
132141502,45,11,45
1321511595,45,10,39
1321754595,45,16,45
1321848473,45,13,43
1322134748,45,23,45
1322196,45,15,41
1322639484,45,16,44
1323119547,45,24,45
132323393,45,19,45
132327078,45,18,45
1324312444,45,21,45
1325136643,45,20,45
1325691090,45,20,45
1325851557,45,16,45
1327254709,45,14,45
1328498579,45,27,45
1330849744,45,12,45
1331496521,45,33,44
133162386,45,32,45
1331965320,45,28,45
1331977482,45,21,45
1332264170,45,21,45
1332800313,45,16,45
1335234386,45,19,45
1335664302,45,29,44
1335862038,45,27,44
1336992331,45,22,45
1337064233,45,31,44
1337322799,45,18,44
1337362565,45,27,45
1337401807,45,17,45
133747193,45,24,45
1337600270,45,29,45
1337603622,45,21,45
1338903055,45,12,44
1339140346,45,28,45
1339151720,45,22,45
1339286398,45,16,45
1339990944,45,17,44
134115974,45,25,45
1341281340,45,36,44
134153617,45,18,45
1342054801,45,12,45
1342130185,45,14,45
1342228255,45,33,45
1342345358,45,20,45
1342721738,45,21,45
1342752898,45,16,44
134342825,45,8,45
1343873910,45,13,45
1344888838,45,25,45
1345163714,45,23,45
1345473947,45,21,45
1345603105,45,23,45
134586309,45,21,45
1347631620,45,26,45
1349817054,45,23,45
1350413929,45,29,44
1350864034,45,30,45
1350982421,45,19,45
1351696513,45,20,45
1351891131,45,31,43
1352230142,45,9,45
135251799,45,28,45
1353048972,45,4,45
1353167809,45,21,45
1353445792,45,19,45
1353769611,45,21,45
135410107,45,16,45
135485084,45,19,45
1355387487,45,26,43
135541007,45,16,45
135542944,45,23,45
1356784863,45,25,44
135697349,45,27,45
1356977328,45,4,45
1357828439,45,18,45
1358173228,45,30,45
1358640739,45,23,45
1358733132,45,28,45
1359171122,45,20,44
1359236048,45,23,44
1359985469,45,20,44
1360762575,45,14,45
1362106058,45,21,45
1362144611,45,22,39
1362516524,45,17,45
1362551319,45,29,44
1363190065,45,21,45
136321920,45,19,43
1363629347,45,21,45
13639675,45,28,45
1363979417,45,28,45
1364154783,45,28,45
