pass_uid,user_freq,shop_num,date_num
1282263857,208,116,105
12832996,208,51,175
138024495,208,53,179
1410385204,208,110,186
1420082832,208,15,201
1487094552,208,49,188
1535445963,208,69,164
1903120829,208,47,174
1904817666,208,71,166
1944878967,208,89,140
2084472493,208,47,189
2125964779,208,54,189
217513867,208,84,169
2221979201,208,37,178
2561882711,208,81,175
259500539,208,78,166
266718828,208,86,167
37706274,208,27,172
646344289,208,43,143
775560564,208,84,152
83132993,208,101,179
835970509,208,97,170
913452348,208,52,145
91462119,208,72,165
924688866,208,61,168
940168786,208,50,183
95698676,208,46,150
965731296,208,77,170
97249228,208,68,162
998927532,208,48,156
1039329106,209,81,154
1045982363,209,36,152
1086070397,209,61,163
1156330612,209,58,167
1280083374,209,74,187
1291738594,209,69,150
1322884421,209,29,180
1405538200,209,61,152
1558609027,209,53,136
161600380,209,62,176
1640723964,209,69,181
1733703651,209,75,138
2031125094,209,86,135
2172579554,209,95,155
2183535251,209,69,178
2188507681,209,85,148
2237195602,209,89,146
263421289,209,77,131
335944394,209,31,140
594928971,209,49,171
71511534,209,27,164
81490704,209,43,166
1034025092,210,31,177
1040664558,210,39,171
1271278831,210,63,155
1280900347,210,62,161
1287218447,210,49,161
1365551320,210,41,164
1383881490,210,45,169
1610519752,210,53,170
1644052345,210,31,179
1667905049,210,95,160
1717586923,210,32,145
17506566,210,94,163
1930572749,210,54,176
2058092433,210,33,161
2099867117,210,45,134
2515548602,210,119,144
272424353,210,54,137
33112576,210,108,182
51933962,210,78,186
790026233,210,94,153
861620694,210,56,179
87081416,210,34,181
915659789,210,38,167
932644855,210,67,171
101635702,211,30,165
1063202253,211,83,162
1152929681,211,33,172
1276646938,211,101,143
136904393,211,69,193
1415948949,211,56,170
14712422,211,95,168
156208647,211,89,163
1563619639,211,53,178
1653188180,211,43,150
1709358578,211,53,162
19069950,211,94,161
195676870,211,64,159
1968932542,211,95,166
2179817,211,55,191
2208250092,211,76,172
2226160090,211,66,160
2474253255,211,29,149
2595720572,211,39,167
574963239,211,35,189
625519733,211,59,169
676693129,211,66,188
698343608,211,73,166
784401806,211,62,177
818390742,211,28,169
835344674,211,72,171
880245421,211,41,164
890201067,211,93,160
953389414,211,56,159
1269573951,212,48,175
1272898980,212,37,166
1277355727,212,83,180
1292768871,212,23,171
1297371879,212,76,165
1355741939,212,48,170
1467424294,212,27,150
1510833123,212,57,173
1601317051,212,34,165
1645243826,212,72,170
1665468160,212,17,196
1701229999,212,55,160
1817414969,212,59,146
1947014333,212,82,176
200569055,212,68,138
2022354925,212,30,195
2170634736,212,71,159
2189506471,212,59,153
265724047,212,111,161
327870690,212,84,185
443096125,212,55,187
551945728,212,78,174
593768467,212,58,165
795687855,212,31,150
818831563,212,88,170
914075456,212,64,180
922766903,212,55,175
968833145,212,55,172
996160342,212,72,157
1046715507,213,90,159
1048512168,213,61,176
1252735699,213,79,168
1302951897,213,53,165
1360412045,213,50,164
1592636586,213,79,167
1615940869,213,59,163
1846451801,213,32,180
186610118,213,53,170
2087546167,213,43,172
2269322064,213,31,140
2467524785,213,27,152
32363600,213,16,179
66117637,213,52,166
799448813,213,107,165
814569238,213,63,169
819635428,213,59,180
851791851,213,42,199
888622126,213,49,166
1277131220,214,58,172
1312651925,214,37,187
1551923845,214,55,163
1646432049,214,31,186
1743407620,214,6,174
1778521732,214,51,168
1807772985,214,63,171
1895415377,214,68,171
2102678141,214,22,107
2411933545,214,94,204
381202984,214,65,165
590746648,214,79,145
61269837,214,49,202
61330508,214,15,116
673217914,214,23,174
683135250,214,88,158
780636678,214,99,176
832988640,214,56,146
836911677,214,66,158
884869943,214,71,161
945669818,214,66,159
952135730,214,48,163
980245763,214,65,184
982127571,214,111,180
987687697,214,32,162
988477322,214,49,159
1070009692,215,53,153
1276325300,215,70,157
1276879980,215,55,163
1283847732,215,71,168
1286549438,215,39,197
1316253736,215,72,178
1385802437,215,39,197
1423628630,215,64,159
1428930639,215,44,183
1466535742,215,46,164
1726400265,215,78,171
1881715209,215,86,168
1983010062,215,75,153
2117546553,215,50,143
652116567,215,35,150
775921271,215,43,176
804499445,215,32,164
818610608,215,26,189
855089414,215,27,177
874493414,215,43,179
963105991,215,23,206
1097551020,216,53,155
1175965651,216,35,168
1209499206,216,105,171
1275168586,216,51,173
1283077727,216,68,174
1286325860,216,43,175
135343411,216,85,188
1556856177,216,58,187
1585249355,216,65,150
1617532780,216,98,176
1673285302,216,48,192
188230587,216,65,185
1925258132,216,23,202
2130928117,216,35,191
2253700058,216,66,181
246931131,216,94,188
2529485394,216,37,154
27614833,216,63,184
33678422,216,44,193
569715192,216,54,179
612055675,216,56,175
819550444,216,69,196
894951761,216,78,169
980456081,216,78,177
1090414980,217,39,190
1100402259,217,21,204
1118101161,217,55,158
1146108356,217,46,172
1287601224,217,102,165
1293204396,217,39,175
142686457,217,30,200
148097905,217,70,163
1631908150,217,63,179
1644216845,217,77,162
1653044036,217,94,175
1705258299,217,40,192
19295470,217,94,176
2295377141,217,28,172
24771752,217,50,169
41348952,217,51,180
818445110,217,52,164
948392206,217,51,209
966844915,217,40,187
105548948,218,47,195
1075796215,218,83,194
1275483827,218,68,160
1287547841,218,85,174
1304327504,218,63,182
15637084,218,59,167
1566724641,218,93,162
1599284622,218,47,209
501240862,218,67,161
587027129,218,74,160
759241391,218,35,154
830856935,218,90,124
853157228,218,29,185
906031007,218,78,176
947003634,218,63,166
956096574,218,41,181
992978265,218,60,170
1116171626,219,39,161
1148863604,219,41,170
1162030399,219,42,177
1166288757,219,49,165
1240046238,219,89,172
1290600654,219,77,158
1328289445,219,66,183
1375793621,219,62,165
13826558,219,89,166
1582971601,219,35,147
1591876175,219,76,162
1821669636,219,50,149
196171876,219,30,155
2142298454,219,90,176
216221859,219,23,149
230983518,219,125,177
2397709561,219,15,140
2443547387,219,31,95
2487886279,219,37,128
536479450,219,61,181
724381845,219,97,171
813448691,219,69,156
829508326,219,63,183
895670408,219,60,183
957676708,219,67,171
982094272,219,74,174
988375420,219,83,178
1057787715,220,48,177
1101763511,220,89,181
114355503,220,32,171
1277108796,220,95,175
1277815168,220,30,186
134898948,220,34,176
1408513859,220,28,166
1418871126,220,52,171
1525850067,220,73,196
1582210060,220,85,187
2026269221,220,65,187
2058903515,220,56,188
2091983742,220,56,179
2143744574,220,35,188
2194627697,220,107,165
460992493,220,50,168
536194284,220,71,158
782918655,220,88,157
798511509,220,52,180
810110557,220,65,171
893191775,220,65,172
894676953,220,52,163
940389912,220,63,158
1033931001,221,53,193
1061145929,221,28,161
1115700218,221,108,158
1169550981,221,17,163
1390608,221,98,172
1442250878,221,35,195
1553029131,221,50,166
1582512891,221,91,185
1706449622,221,98,191
1720710238,221,46,175
1784579075,221,87,127
1851574849,221,38,161
2116764796,221,35,209
2186759961,221,64,151
766691255,221,64,136
795570534,221,58,188
804850689,221,48,181
868390177,221,74,174
883757474,221,21,167
906306815,221,65,178
995616870,221,57,155
1072372143,222,77,192
12077500,222,73,147
1278576270,222,91,172
1338959482,222,10,120
1449780754,222,38,181
1494785281,222,85,193
179060224,222,71,154
1858738988,222,41,177
192692308,222,42,189
345608526,222,82,173
532486524,222,103,180
533610742,222,60,169
596397940,222,77,143
895436787,222,50,185
955565863,222,92,151
1149964721,223,48,148
1394857115,223,87,170
1534835227,223,57,162
15600802,223,56,171
1630072743,223,71,147
1646100615,223,44,175
2077370576,223,68,167
2187108576,223,22,124
229579487,223,58,202
407440250,223,37,159
553747866,223,36,185
819778325,223,21,192
967805041,223,20,171
1040279963,224,49,186
1057036911,224,24,185
1176149701,224,71,164
12042295,224,65,182
1272258990,224,49,184
1275094570,224,65,154
1275970187,224,82,181
1440427343,224,45,200
1551085986,224,53,188
1561676325,224,83,168
1648372921,224,65,172
1691489425,224,79,168
1798217744,224,44,163
706440614,224,21,190
863736408,224,36,164
958613191,224,46,153
997615234,224,57,186
1062408973,225,59,156
1085537601,225,64,179
1088314616,225,68,163
1280554306,225,77,176
1520495851,225,68,213
1661714210,225,54,202
2187137965,225,50,221
2566191486,225,29,162
280279188,225,16,185
389441396,225,94,180
524888871,225,85,170
648018780,225,19,163
745003733,225,67,183
803456715,225,35,167
835073956,225,80,173
875659693,225,42,172
911618633,225,58,197
915339054,225,53,174
972811710,225,30,171
1227543319,226,57,156
1256517240,226,52,180
1281368502,226,69,173
1562861405,226,102,177
1622682948,226,26,189
1851786438,226,99,165
2001834173,226,61,151
2053602700,226,40,173
213753176,226,36,172
2208434697,226,57,192
23875350,226,47,154
2434813402,226,92,175
376503429,226,60,176
727619282,226,72,178
914878356,226,83,180
1053505935,227,42,183
1081748346,227,86,169
1109727588,227,57,190
1205459178,227,98,159
1354286118,227,60,158
136995499,227,76,175
1436963745,227,69,172
1912987481,227,66,196
1950266518,227,94,173
2179081496,227,24,168
2447188735,227,36,193
2471178510,227,56,160
2583173437,227,2,74
261521730,227,51,185
721397915,227,52,175
768852928,227,34,166
816271480,227,60,171
864953481,227,59,161
999748607,227,46,168
1281297402,228,58,193
1291081870,228,96,172
1292346299,228,88,200
1303252906,228,51,183
1332349743,228,113,171
1381541765,228,55,145
144879056,228,71,163
1500200784,228,52,194
1723640767,228,39,175
1751944150,228,30,192
1922133090,228,40,167
1956044679,228,69,197
210250813,228,36,191
2179338468,228,65,152
2454427089,228,60,162
2483107783,228,40,184
338116593,228,80,176
50142171,228,44,184
672210181,228,46,191
68639488,228,72,169
735992555,228,54,179
785418980,228,83,186
81235062,228,56,171
878599925,228,113,157
959962860,228,43,194
111029722,229,59,171
1271086945,229,42,164
1290615639,229,94,146
1344230651,229,60,205
2089220825,229,77,160
2351160713,229,51,156
2458793063,229,56,152
3609931,229,65,171
526623093,229,63,183
906458686,229,30,201
956762447,229,61,183
1049290227,230,49,188
1137942346,230,62,180
1225038331,230,33,173
1281654308,230,82,173
157288862,230,34,119
2144761958,230,43,201
557436,230,64,176
807647671,230,109,117
85122515,230,41,157
964259068,230,44,161
1135744814,231,31,171
1140364296,231,69,165
114065364,231,60,186
1396499158,231,22,182
1471727740,231,14,207
2062680070,231,42,179
2235093215,231,72,170
2534155877,231,67,145
32360613,231,51,167
61548641,231,76,194
676058547,231,81,178
737657956,231,43,185
75508749,231,38,212
816655703,231,91,165
861010601,231,41,187
894394264,231,55,193
907060623,231,59,182
991128265,231,49,192
996242127,231,57,185
1110568327,232,30,199
1113585542,232,60,195
1279997248,232,43,168
1284304566,232,96,188
1363708464,232,55,184
1525869843,232,101,181
2263420002,232,64,187
500935075,232,83,203
572784880,232,61,190
698200179,232,32,198
756441093,232,72,187
762178009,232,29,187
802301523,232,86,162
839458619,232,106,178
870503884,232,56,197
891264726,232,97,194
94423666,232,82,164
1136898283,233,122,188
1272018413,233,104,214
1292769223,233,105,195
1363516,233,70,181
1415307254,233,77,162
1953057885,233,50,202
259849645,233,43,169
735192164,233,25,193
8035760,233,46,204
864846068,233,19,158
878024945,233,94,199
919395639,233,79,143
994101031,233,51,165
994481442,233,68,191
1131109884,234,46,191
1600909089,234,101,176
1635400234,234,62,204
1645132787,234,82,177
1840592207,234,55,173
2092576015,234,2,32
2158108908,234,39,190
335146354,234,63,179
517542317,234,73,166
562582645,234,60,198
59512979,234,31,197
823300694,234,43,207
1116237113,235,72,189
1288420595,235,78,180
1349163251,235,38,192
1426278915,235,61,169
1681130760,235,80,169
1944184233,235,31,196
1997989078,235,19,212
2175334506,235,84,188
334328837,235,44,146
494540527,235,59,175
802202886,235,22,177
835183051,235,73,191
846604114,235,69,177
944671381,235,84,161
986129167,235,36,195
1055352477,236,50,208
1230782899,236,120,208
1281082215,236,51,164
1288565773,236,122,192
1293557204,236,89,164
1366688605,236,75,187
1927878048,236,77,187
2065343142,236,34,197
52986379,236,82,189
861516018,236,30,220
1037192968,237,115,177
1265809095,237,34,198
1470150819,237,37,219
1989536761,237,74,209
59863520,237,55,184
805547562,237,116,174
88654260,237,49,211
95235817,237,29,167
1195408353,238,63,217
1258616918,238,67,166
1320461918,238,49,180
1328216655,238,83,172
1391837659,238,73,177
1489030163,238,44,199
1552654099,238,29,184
1562444232,238,61,229
1790953889,238,44,165
1875026695,238,4,33
2033429364,238,66,186
2043407106,238,38,100
55607887,238,56,206
896083099,238,70,164
898848391,238,78,188
1289264671,239,38,173
1323058791,239,54,168
1443417755,239,96,176
2184469456,239,41,195
1250983789,240,77,182
1275527143,240,77,135
1275783820,240,57,176
1291867921,240,55,179
1614803005,240,75,187
17107991,240,83,200
2236536601,240,57,166
2548942357,240,71,157
2701591,240,48,184
461234441,240,105,185
7182609,240,91,196
803143897,240,104,147
829005688,240,52,198
959996231,240,79,165
2217383296,241,81,222
323633589,241,64,177
569434656,241,50,203
795651846,241,83,204
806555853,241,50,201
86207904,241,19,214
1169877328,242,20,199
1272610631,242,49,127
135231261,242,87,195
1557707807,242,53,173
1718324422,242,82,214
1938415317,242,103,191
219376280,242,92,182
223504370,242,50,193
2267457646,242,39,134
2537210322,242,51,177
822455496,242,111,180
947413912,242,85,187
1115366958,243,84,201
1208160913,243,67,173
1275572303,243,75,175
1286543040,243,35,205
1362339836,243,25,216
1624922688,243,90,139
1665300433,243,63,196
1720727746,243,101,177
1740213751,243,29,179
2042937002,243,109,193
210381380,243,52,180
2344874705,243,68,184
803275054,243,96,160
963506899,243,46,163
1115707278,244,89,182
1158173955,244,103,187
1211240211,244,50,200
1309851973,244,27,200
1441483418,244,57,165
1544499231,244,102,207
1613179495,244,72,194
1904430928,244,74,216
2031816305,244,23,209
2193374,244,99,198
558570438,244,66,182
74196226,244,102,173
869053111,244,64,208
985609005,244,27,185
1042033945,245,28,180
1281690146,245,40,188
1492288151,245,98,193
1543449382,245,33,220
1618779232,245,15,192
164771445,245,103,190
736616443,245,30,181
820473626,245,94,184
963051650,245,56,167
1074522665,246,45,217
11932841,246,75,204
122225021,246,23,184
1282504536,246,73,173
1296012717,246,61,199
1515372783,246,73,185
1544217956,246,132,184
1676058085,246,90,185
1712970439,246,62,189
1833069244,246,49,202
1920648749,246,46,189
257987282,246,55,189
56523554,246,41,194
661366404,246,77,185
690938035,246,56,174
1080097330,247,52,227
1278338849,247,56,187
1335099366,247,76,210
1494330230,247,32,194
1577092531,247,28,197
164129106,247,112,178
2370121557,247,81,178
65909545,247,32,211
749117562,247,48,174
759863300,247,68,176
804832235,247,65,179
829645082,247,60,201
978987406,247,76,168
127703409,248,115,151
1682542696,248,40,201
1764865385,248,94,183
2597021259,248,80,194
696894669,248,69,199
7842483,248,75,174
878877845,248,72,171
951224768,248,33,204
1082242941,249,30,203
112525016,249,61,157
1217514542,249,27,213
1285500948,249,106,167
1602026703,249,23,248
1610289106,249,49,224
1632764096,249,81,207
1727529790,249,50,197
178960055,249,65,211
1940014646,249,27,179
2179036109,249,66,187
2271637295,249,102,194
2320458942,249,33,186
23719030,249,76,189
293026634,249,79,194
33691906,249,52,179
581332043,249,69,193
629313000,249,6,241
828989264,249,53,213
973030822,249,68,198
979946108,249,113,134
996442589,249,40,177
1497780400,250,100,187
300516767,250,98,177
387151368,250,52,197
788392926,250,112,202
132905847,251,66,193
1664169913,251,79,208
1720167460,251,75,202
816073773,251,46,178
1044513513,252,83,203
119291197,252,41,214
1280052660,252,59,204
1380492153,252,69,156
1394178089,252,63,172
1465624488,252,80,213
1569958502,252,47,193
1901525063,252,74,188
2072215053,252,72,196
756223335,252,57,234
110470265,253,37,187
1282263973,253,47,178
1415087144,253,52,202
1579811814,253,93,190
265755610,253,34,187
355858320,253,38,183
586921363,253,58,211
984609603,253,82,187
1098905917,254,66,213
1099122449,254,66,212
1160080999,254,70,201
1221947892,254,61,152
1420487342,254,109,184
1619355872,254,79,195
1630329528,254,25,191
1694113199,254,48,204
2148557409,254,32,205
562307171,254,25,193
814591421,254,45,193
905778135,254,56,187
1186849548,255,24,225
1238999525,255,77,187
1276102625,255,74,162
1284399629,255,46,202
1360677783,255,39,211
1649415895,255,11,164
17083042,255,60,204
1870132082,255,30,216
1885328722,255,44,178
1929757801,255,62,192
241630595,255,99,227
2504673991,255,63,187
572389084,255,39,237
808501063,255,46,211
1095279809,256,45,208
1506263843,256,49,202
1528824009,256,29,214
1915860505,256,53,225
2047060445,256,55,185
2163697432,256,34,201
2256090399,256,55,122
23308434,256,82,185
2388369600,256,126,192
7317006,256,54,196
824805458,256,50,194
87750410,256,90,173
1256077253,257,123,172
1279392434,257,52,183
1318188234,257,52,211
1470208604,257,98,188
1473404683,257,53,205
1608693244,257,59,211
1681114853,257,29,224
18546542,257,78,204
1995218795,257,37,211
2190613108,257,68,218
588717158,257,52,206
933673051,257,85,179
110709022,258,108,201
1296546586,258,50,171
1393805876,258,92,210
1911695380,258,67,179
338739584,258,66,221
40271198,258,126,203
617594151,258,26,207
739293730,258,76,199
883745301,258,71,165
103285310,259,33,213
1142756107,259,50,192
1150330456,259,68,208
1232132369,259,75,201
1294579416,259,101,195
1362364432,259,59,192
1414024664,259,62,189
1507047312,259,42,184
2075089346,259,80,203
2709963838,259,25,126
646207838,259,70,198
781090427,259,71,223
819372018,259,109,205
1274099971,260,55,208
1285804362,260,79,194
1423054281,260,84,168
1456871448,260,49,225
1463144207,260,67,206
1665838453,260,66,191
2071122431,260,66,161
286515231,260,18,224
553390404,260,48,245
1499385306,261,28,211
1692379210,261,54,184
2241613447,261,70,197
36392205,261,94,219
854093952,261,14,237
909662138,261,120,194
1169203129,262,44,212
1283257422,262,43,218
1304917925,262,82,189
1709136674,262,97,214
1882966528,262,64,201
191526100,262,14,212
204239110,262,40,239
2246002741,262,46,196
829064313,262,34,156
1278992988,263,93,195
403593625,263,66,196
84758949,263,30,200
849023419,263,75,197
1138846889,264,85,175
1233100744,264,66,201
1401805812,264,55,207
1483440012,264,33,216
1937912298,264,81,214
2432183700,264,96,184
924694186,264,49,199
186597539,265,105,197
20682170,265,72,187
831854020,265,74,221
863032794,265,89,198
887804112,265,44,208
951734809,265,94,208
1142654542,266,105,155
1273593575,266,39,183
1492965493,266,88,188
2080348576,266,75,209
2519436232,266,99,159
930155414,266,57,264
1084484464,267,39,199
1280100411,267,58,219
1377442367,267,67,201
160237607,267,108,165
1697113461,267,140,179
1774023375,267,77,194
2210189135,267,66,182
598212386,267,39,170
684890399,267,65,197
980936465,267,84,220
1887282053,268,51,223
361605062,268,37,211
386326047,268,23,198
65973001,268,49,200
8058514,268,34,192
1191278995,269,77,194
1249553792,269,101,204
1514702165,269,32,197
1998586461,269,58,163
2159897836,269,119,205
308852723,269,79,203
795420935,269,67,196
835510681,269,45,222
865226745,269,33,211
875074151,269,121,213
936338011,269,82,172
1056807324,270,46,202
1508537545,270,97,187
1556507812,270,84,175
1622336840,270,84,196
1744853992,270,46,217
2089050038,270,55,226
886094036,270,105,216
1543718244,271,53,210
161555110,271,63,164
2090052949,271,41,208
226689250,271,67,230
269159966,271,43,173
987982039,271,22,212
1276193276,272,145,160
1324532017,272,40,171
186075169,272,74,223
1920145296,272,33,197
2223652860,272,90,219
49766007,272,71,179
754490135,272,55,224
97957946,272,78,209
1763148201,273,96,183
1879120206,273,21,183
82727167,273,48,224
1195721556,274,9,208
1290790124,274,33,194
228666896,274,62,189
2529565,274,36,182
727243615,274,82,195
780280248,274,11,197
796784351,274,86,173
1540192825,275,59,222
1947208250,275,31,235
2082558282,275,34,218
354803964,275,84,184
709882211,275,76,220
950804770,275,45,224
1183228672,276,90,215
1434616202,276,46,192
308679304,276,28,252
717727513,276,49,195
81910123,276,114,225
855703091,276,60,270
956575822,276,70,228
1296514798,277,97,201
262966885,277,55,197
348282932,277,14,248
531797434,277,84,226
1274700612,278,40,225
1339381476,278,70,185
1975171082,278,33,246
2072402284,278,110,181
2635146363,278,74,167
1596261218,279,64,194
2100317298,279,37,221
266000468,279,63,267
3337871,279,119,214
887538152,279,80,208
905492321,279,60,221
907720948,279,88,192
1286920595,280,90,215
1298154986,280,51,219
1398148993,280,22,181
2173492071,280,99,215
752626232,280,104,199
917042693,280,50,230
957477226,280,66,211
1081939992,281,91,213
1669049465,281,53,196
2153798701,281,64,191
669783273,281,19,210
734049326,281,54,198
8134139,281,47,197
822773054,281,88,222
869678132,281,46,227
870880922,281,30,256
921037044,281,32,206
1270672422,282,57,173
1422148470,282,77,209
1572869842,282,88,210
2301197370,282,15,255
2437063407,282,44,232
478031799,282,44,204
546560204,282,49,221
849608785,282,43,227
1289900022,283,87,246
1722061059,283,110,202
2101516739,283,58,177
888525905,283,41,216
1066952213,284,104,198
1071828661,284,27,269
1096920808,284,75,204
1115313801,284,43,216
1403149786,284,78,234
143123102,284,71,215
1723818023,284,90,205
1742418361,284,39,228
192498398,284,85,186
2047924258,284,87,242
342608964,284,71,196
1115952235,285,38,195
1224268414,285,117,209
230997682,285,76,230
2570426754,285,63,172
62137199,285,66,230
132807911,286,102,171
1347825482,286,28,253
1980178569,286,71,205
2211057725,286,7,229
84940513,286,114,204
1170835939,287,80,198
1420972153,287,53,233
1552445165,287,69,201
1690153521,287,3,233
2183420836,287,61,222
2559977059,287,131,174
827069073,287,74,222
982026239,287,77,260
1047347256,288,92,188
1466395486,288,88,145
2135466406,288,43,215
732318400,288,105,182
967590939,288,76,212
971119015,288,30,195
1179710194,289,90,205
2040650171,289,40,207
721016790,289,72,224
109026050,290,50,252
13218515,290,98,242
1561447238,290,66,187
1650100122,290,64,201
1658961145,290,73,256
1175352671,291,94,228
1431439047,291,123,212
1476219877,291,44,244
1911640648,291,50,247
1968315354,291,31,233
900388680,291,89,234
915124858,291,119,210
1442971705,292,37,212
1539928947,292,43,270
792925627,292,28,212
844593219,292,57,212
1173326163,293,35,185
1279355293,293,80,218
2208518584,293,70,241
670202527,293,63,201
1343059142,294,76,201
1646849,294,75,248
373476959,294,45,216
95275566,294,103,221
1134327410,295,88,231
1278507840,295,80,220
1282812548,295,48,249
968592910,295,73,233
791380145,296,91,187
852661645,296,78,211
866858577,296,73,203
112298694,297,112,191
1153579276,297,88,220
1938281124,297,37,230
2175186008,297,28,204
1271283537,298,32,246
1407864295,298,44,194
1558025924,298,57,207
1685378582,298,92,206
1816962551,298,74,215
1916947255,298,81,221
969550742,298,71,244
1423282756,299,39,239
167048307,299,64,257
1951670863,299,81,209
2015342455,299,62,212
2060948517,299,32,208
872772139,299,37,227
1276916086,300,120,231
2128013308,300,37,215
2341683897,300,59,213
742289871,300,119,244
916741076,300,130,210
1249284849,301,49,206
1571484944,301,31,224
888801246,301,79,215
1425210913,302,56,211
1441047002,302,64,179
14813191,302,62,231
48801499,302,138,192
779200353,302,78,258
877034352,302,58,263
1160577976,303,111,244
1282051752,303,42,240
216484298,303,72,221
57039108,303,83,223
993764590,303,25,190
67695999,304,86,189
897056609,304,28,211
959394465,304,29,198
1460921880,305,35,228
172001221,305,91,224
629820848,305,65,219
834190790,305,88,260
1275138515,306,86,227
1283564882,306,24,243
1677077226,306,73,204
1945267387,306,35,255
2270865323,306,58,245
696640590,306,55,198
346144438,307,43,231
685033946,307,83,208
800251346,307,30,223
884631724,307,98,199
1189378102,308,54,216
1230302125,308,81,210
1479050119,308,79,220
747492904,308,100,214
