9.777777777777777457e-01,1.333333333333333419e-02,8.888888888888888881e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.444444444444444441e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.222222222222222210e-01,4.622222222222222010e-01,2.666666666666666838e-02,2.666666666666666838e-02,4.444444444444444441e-03,4.444444444444444441e-03,4.444444444444444441e-03,4.444444444444444441e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.285088999000000000e+09,1.285088999000000000e+11
7.230046948356807501e-01,1.361502347417840320e-01,1.408450704225352179e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.981220657276995312e-02,2.957746478873239382e-01,1.737089201877934364e-01,6.572769953051643688e-02,2.347417840375586734e-02,3.286384976525821844e-02,7.042253521126760896e-02,1.032863849765258274e-01,7.042253521126760896e-02,4.694835680751173468e-02,1.877934272300469526e-02,1.408450704225352144e-02,0.000000000000000000e+00,4.694835680751173815e-03,1.272589222000000000e+09,1.272589222000000000e+11
6.650246305418718862e-01,1.724137931034482873e-01,1.625615763546797987e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.926108374384236509e-03,5.911330049261083464e-02,1.231527093596059136e-01,1.674876847290640292e-01,7.389162561576355370e-02,2.463054187192118341e-02,2.955665024630541732e-02,1.477832512315270866e-02,1.379310344827586188e-01,2.019704433497536977e-01,1.182266009852216693e-01,3.940886699507389207e-02,4.926108374384236509e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.515548602000000000e+09,2.515548602000000000e+11
7.285714285714285365e-01,1.428571428571428492e-01,1.285714285714285587e-01,0.000000000000000000e+00,4.761904761904762334e-03,9.523809523809524669e-03,9.523809523809524669e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.761904761904762334e-03,2.857142857142857054e-02,6.190476190476190688e-02,2.380952380952380820e-02,6.666666666666666574e-02,1.142857142857142821e-01,1.000000000000000056e-01,4.285714285714285754e-02,5.714285714285714107e-02,3.809523809523809867e-02,4.285714285714285754e-02,6.666666666666666574e-02,1.095238095238095233e-01,8.571428571428571508e-02,8.571428571428571508e-02,2.380952380952380820e-02,2.380952380952380820e-02,1.045109683000000000e+09,1.045109683000000000e+11
8.000000000000000444e-01,2.000000000000000111e-01,0.000000000000000000e+00,8.571428571428571508e-02,5.714285714285714107e-02,2.857142857142857054e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.714285714285714107e-02,2.857142857142857054e-02,5.714285714285714107e-02,5.714285714285714107e-02,8.571428571428571508e-02,5.714285714285714107e-02,5.714285714285714107e-02,1.428571428571428492e-01,0.000000000000000000e+00,5.714285714285714107e-02,5.714285714285714107e-02,5.714285714285714107e-02,1.142857142857142821e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.045109683000000000e+09,1.045109683010000000e+11
8.372093023255814392e-01,2.325581395348837177e-02,1.395348837209302306e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.581395348837209225e-01,2.790697674418604612e-01,4.651162790697674354e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.325581395348837177e-02,6.976744186046511531e-02,2.325581395348837177e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.274093256000000000e+09,1.274093256000000000e+11
7.360406091370558235e-01,5.076142131979695382e-02,2.131979695431472088e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.076142131979695035e-03,4.923857868020304340e-01,3.451776649746192693e-01,3.045685279187817368e-02,1.015228426395939007e-02,5.076142131979695035e-03,5.076142131979695035e-03,4.060913705583756028e-02,5.076142131979695382e-02,1.522842639593908684e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.274093256000000000e+09,1.274093256010000000e+11
8.369565217391304879e-01,3.804347826086956763e-02,1.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.434782608695652023e-03,2.717391304347826012e-02,1.032608695652173919e-01,1.467391304347826220e-01,5.978260869565217572e-02,9.239130434782608092e-02,1.630434782608695607e-02,2.717391304347826012e-02,5.978260869565217572e-02,1.086956521739130405e-01,2.663043478260869734e-01,7.065217391304347283e-02,1.630434782608695607e-02,0.000000000000000000e+00,1.045280840000000000e+08,1.045280840000000000e+10
8.000000000000000444e-01,5.000000000000000278e-02,1.499999999999999944e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,5.000000000000000278e-02,1.499999999999999944e-01,0.000000000000000000e+00,1.499999999999999944e-01,0.000000000000000000e+00,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.499999999999999778e-01,1.000000000000000056e-01,1.000000000000000056e-01,0.000000000000000000e+00,1.045280840000000000e+08,1.045280840100000000e+10
8.275862068965517127e-01,9.482758620689654694e-02,7.758620689655172653e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.448275862068965469e-02,0.000000000000000000e+00,2.586206896551724102e-02,8.620689655172414367e-02,3.362068965517241437e-01,1.379310344827586188e-01,2.586206896551724102e-02,3.448275862068965469e-02,1.724137931034482735e-02,4.310344827586207184e-02,7.758620689655172653e-02,1.034482758620689641e-01,5.172413793103448204e-02,2.586206896551724102e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.724243530000000000e+08,2.724243530000000000e+10
